id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1359063042735054849,1359063042735054849,2021-02-09 16:54:14 Malay Peninsula Standard Time,2021-02-09,16:54:14,+0800,938043807592939522,robi_robote,Robi_Robote,,Computer log from China ⁦@DonaldJTrumpJr⁩  ⁦@FBI⁩ #TRUMP2020  https://t.co/0R1micWfJc,en,"[{'screen_name': 'donaldjtrumpjr', 'name': 'donald trump jr.', 'id': '39344374'}, {'screen_name': 'fbi', 'name': 'fbi', 'id': '17629860'}]",[],['https://pbs.twimg.com/media/EtxcoeGUcAAZ0xc.jpg'],0,0,0,['trump2020'],[],https://twitter.com/Robi_Robote/status/1359063042735054849,False,,1,https://pbs.twimg.com/media/EtxcoeGUcAAZ0xc.jpg,,,,,,,[],,,,
1359057456152780800,1359057456152780800,2021-02-09 16:32:02 Malay Peninsula Standard Time,2021-02-09,16:32:02,+0800,984461226301243392,doten_kun,ドテン君予報,,仮想通貨デリバティブ、DeFiインデックス、レバレッジトークン、ボラティリティトークン、MOVE取引ならFTX こちらから登録で手数料5%オフ、$30ボーナス  https://t.co/ehMpx5WMLm #FTX #BTCMOVE #FIL #UNI #SUSHI #TRUMP2020 #PR  https://t.co/fVJzaNgHQI,ja,[],['https://ftx.com/#a=VIP30'],['https://pbs.twimg.com/media/EtxXjf2UUAUpe2_.jpg'],0,1,0,"['ftx', 'btcmove', 'fil', 'uni', 'sushi', 'trump2020', 'pr']",[],https://twitter.com/Doten_kun/status/1359057456152780800,False,,1,https://pbs.twimg.com/media/EtxXjf2UUAUpe2_.jpg,,,,,,,[],,,,
1359056341562585089,1359056341562585089,2021-02-09 16:27:36 Malay Peninsula Standard Time,2021-02-09,16:27:36,+0800,938043807592939522,robi_robote,Robi_Robote,,#trump2020  https://t.co/Hgi1b7cksX,und,[],['https://michaeljlindell.com/'],[],0,0,0,['trump2020'],[],https://twitter.com/Robi_Robote/status/1359056341562585089,False,,0,,,,,,,,[],,,,
1359053127077351424,1359053127077351424,2021-02-09 16:14:50 Malay Peninsula Standard Time,2021-02-09,16:14:50,+0800,2406693511,kk_ftt,kk_ftt,,#FightForTrump #FightForAmerica #MAGA #StopTheSteaI #Trump2020 #Trump #DonaldTrump #FightForTrumpJapan #tbs #fujitv #ntv #tvasahi #nhk,und,[],[],[],1,0,0,"['fightfortrump', 'fightforamerica', 'maga', 'stopthesteai', 'trump2020', 'trump', 'donaldtrump', 'fightfortrumpjapan', 'tbs', 'fujitv', 'ntv', 'tvasahi', 'nhk']",[],https://twitter.com/kk_ftt/status/1359053127077351424,False,https://twitter.com/ayajapanese1/status/1357621434789466112,0,,,,,,,,[],,,,
1359048360473239555,1359048360473239555,2021-02-09 15:55:53 Malay Peninsula Standard Time,2021-02-09,15:55:53,+0800,38168596,mishko27,Michal Varga,,".@tiktok_us algorithm is seriously broken. The more I block various #maga #trump2020 and weird conspiracy creators, the more it serves me that shit. It’s WILD! All I want is gay memes, Lego, and cakes. Instagram is much better at that...",en,"[{'screen_name': 'tiktok_us', 'name': 'tiktok', 'id': '2401980110'}]",[],[],0,0,0,"['maga', 'trump2020']",[],https://twitter.com/mishko27/status/1359048360473239555,False,,0,,,,,,,,[],,,,
1359047273766916103,1358826456160346113,2021-02-09 15:51:34 Malay Peninsula Standard Time,2021-02-09,15:51:34,+0800,1260210845365284867,bledsoe_wes,Wes Bledsoe,,@CoryBooker @deray Unless you're a Republican and then protesting is considered an insurrection that leads to another fake impeachment of President Trump. The vindictive Democrats just can't let #Trump2020 go.,en,[],[],[],0,0,0,['trump2020'],[],https://twitter.com/bledsoe_wes/status/1359047273766916103,False,,0,,,,,,,,"[{'screen_name': 'CoryBooker', 'name': 'Cory Booker', 'id': '15808765'}, {'screen_name': 'deray', 'name': 'deray', 'id': '29417304'}]",,,,
1359045958781308928,1359045958781308928,2021-02-09 15:46:21 Malay Peninsula Standard Time,2021-02-09,15:46:21,+0800,1250061321976102915,musicalmuffin68,Ryan Newman,,This sounds fascist.  #overdramaticvirus #covidcult #scamdemicisover #thescamdemic #LiberalAgenda #defundthemedia #notaboutthevirus #notaboutsafety #FlattenTheFear #DefundtheDemocrats #youbeingplayed #Trump2020,en,[],[],[],0,0,0,"['overdramaticvirus', 'covidcult', 'scamdemicisover', 'thescamdemic', 'liberalagenda', 'defundthemedia', 'notaboutthevirus', 'notaboutsafety', 'flattenthefear', 'defundthedemocrats', 'youbeingplayed', 'trump2020']",[],https://twitter.com/MusicalMuffin68/status/1359045958781308928,False,https://twitter.com/Breaking911/status/1358919035212226561,0,,,,,,,,[],,,,
1359030020753289222,1359030020753289222,2021-02-09 14:43:01 Malay Peninsula Standard Time,2021-02-09,14:43:01,+0800,104671030,patri0tcx_,CircleBack DaveO ⚔️ 🗽,,#FortifiedElection #Trump2020  https://t.co/ADuBPgj0ZI,und,[],[],['https://pbs.twimg.com/media/Etw-mbGXMAErqDr.jpg'],0,0,0,"['fortifiedelection', 'trump2020']",[],https://twitter.com/Patri0tCx_/status/1359030020753289222,False,,1,https://pbs.twimg.com/media/Etw-mbGXMAErqDr.jpg,,,,,,,[],,,,
1359022637767290883,1359022637767290883,2021-02-09 14:13:40 Malay Peninsula Standard Time,2021-02-09,14:13:40,+0800,1287385639558582274,catofgothamcity,Honest Vocal Coach,,Went on the mall today wearing a mask because the security won’t let me in without it 😡🤬✝️😷 #Trump2020 #NoToMask #HealthCondition #Republican #TrumpIsMyDaddy  https://t.co/UsYPXykirc,en,[],[],['https://pbs.twimg.com/media/Etw34VxUcAAZ0_5.jpg'],1,0,2,"['trump2020', 'notomask', 'healthcondition', 'republican', 'trumpismydaddy']",[],https://twitter.com/CatofGothamCity/status/1359022637767290883,False,,1,https://pbs.twimg.com/media/Etw34VxUcAAZ0_5.jpg,,,,,,,[],,,,
1359013284519809024,1359013284519809024,2021-02-09 13:36:30 Malay Peninsula Standard Time,2021-02-09,13:36:30,+0800,1235258737,gomichellemoore,Michelle Moore,,Cheating during the 2020 Presidential election? #Trump2020,en,[],[],[],0,0,0,['trump2020'],[],https://twitter.com/GoMichelleMoore/status/1359013284519809024,False,https://twitter.com/robertplewis/status/1358882924708335616,0,,,,,,,,[],,,,
1359013091514740739,1359013091514740739,2021-02-09 13:35:44 Malay Peninsula Standard Time,2021-02-09,13:35:44,+0800,249015065,djpisar,Klaudiusz Pisarek,,#Trump2020,und,[],[],[],0,0,0,['trump2020'],[],https://twitter.com/djpisar/status/1359013091514740739,False,https://twitter.com/BazziNYU/status/1358914244754964480,0,,,,,,,,[],,,,
1359011104840679428,1359011104840679428,2021-02-09 13:27:51 Malay Peninsula Standard Time,2021-02-09,13:27:51,+0800,3279955580,missny99,Miss NY,,YES...  STILL! 👍  #Trump2020 #Stolen #Trump2024 #Trump,en,[],[],[],0,0,2,"['trump2020', 'stolen', 'trump2024', 'trump']",[],https://twitter.com/missny99/status/1359011104840679428,False,https://twitter.com/tx_walkerranger/status/1359010137558679556,0,,,,,,,,[],,,,
1359003920308326400,1358993793387802624,2021-02-09 12:59:18 Malay Peninsula Standard Time,2021-02-09,12:59:18,+0800,2826732370,tracybr888,Tracy Brown,,@RudyGiuliani #PROVING HE #WON THE #2020ELECTION BY: #LAW BY: #VOTE PRESIDENT TRUMP IS THE PRESIDENT OF THE UNITED STATES OF AMERICA HAVING LEFT OFFICE AT HIS COMMAND BY: CROOKED LAW 2 #LEAVE when really by: #LAWandVOTE HE IS THE PRESIDENT OF THE UNITED STATES OF AMERICA 🇺🇸 #TRUMP2020,en,[],[],[],0,0,0,"['proving', 'won', '2020election', 'law', 'vote', 'leave', 'lawandvote', 'trump2020']",[],https://twitter.com/Tracybr888/status/1359003920308326400,False,,0,,,,,,,,"[{'screen_name': 'RudyGiuliani', 'name': 'Rudy W. Giuliani', 'id': '770781940341288960'}]",,,,
1359001649063333888,1359001649063333888,2021-02-09 12:50:16 Malay Peninsula Standard Time,2021-02-09,12:50:16,+0800,1358991567521001472,imlindajohnson,Linda Johnson,,Goodnight everyone! I cannot wait for the sun to rise tomorrow morning and see my beautiful daughter and husband in the morning! #MAGA #Trump2020 #PTA #momlife,en,[],[],[],1,1,4,"['maga', 'trump2020', 'pta', 'momlife']",[],https://twitter.com/ImLindaJohnson/status/1359001649063333888,False,,0,,,,,,,,[],,,,
1358999303038066689,1358999073911697408,2021-02-09 12:40:57 Malay Peninsula Standard Time,2021-02-09,12:40:57,+0800,1269770909109420032,nahhfuckyou,Tide,,@BJay1978 Yes ma'am! #Trump2020,en,[],[],[],0,0,0,['trump2020'],[],https://twitter.com/nahhfuckyou/status/1358999303038066689,False,,0,,,,,,,,"[{'screen_name': 'BJay1978', 'name': 'BeeJay1978', 'id': '1357682070814867460'}]",,,,
1358994884242202624,1358994884242202624,2021-02-09 12:23:23 Malay Peninsula Standard Time,2021-02-09,12:23:23,+0800,65337225,bmttinman,Geary Robinson,,#MAGAinsurrectionistParty is having a party. The are going to overthrow the government to keep #Trump2020 in office. January 6 2021 was the #Begin QAnon 'prophet' says Super Bowl is a sign Trump will soon return to the White House -- here's why  https://t.co/RstebUuKyf #SmartNews,en,[],['https://www.rawstory.com/qanon-2650404677/'],[],0,0,0,"['magainsurrectionistparty', 'trump2020', 'begin', 'smartnews']",[],https://twitter.com/bmttinman/status/1358994884242202624,False,,0,,,,,,,,[],,,,
1358993963273879553,1358993963273879553,2021-02-09 12:19:44 Malay Peninsula Standard Time,2021-02-09,12:19:44,+0800,1346483451696918528,ibsydibsy,Ask a Muslim🇹🇷🇵🇸🇸🇴🇸🇦🇾🇪,,"#impeachment of #Trump, even though he's no longer in #WhiteHouse office is to humiliate @GOP, ensure the rule of white Anglo-Saxon protestants in #USA is over &amp; #Republicans never come to power in #America again. #Elections2020 #CapitolRiots #Trump2020",en,"[{'screen_name': 'gop', 'name': 'gop', 'id': '11134252'}]",[],[],0,0,0,"['impeachment', 'trump', 'whitehouse', 'usa', 'republicans', 'america', 'elections2020', 'capitolriots', 'trump2020']",[],https://twitter.com/IbsyDibsy/status/1358993963273879553,False,https://twitter.com/CNN/status/1358984129312866304,0,,,,,,,,[],,,,
1358993754942808065,1358993754942808065,2021-02-09 12:18:54 Malay Peninsula Standard Time,2021-02-09,12:18:54,+0800,1355245084757917697,uniteunder45,Unitefor45,,#bidenblows #bidenlied #bidencheated #bidenlost #trump #trumpwon #trump2020 #trump2024 #maga #america #americafirst #americalast #trumpnow #trumpsaveus #gab #trumpsnewarmy #covid #covid19   https://t.co/0aZj6boAMU,und,[],['https://unitefor45.com/blogs/news/we-lost-a-true-patriot-rest-in-peace-representative-ron-wright'],[],0,0,0,"['bidenblows', 'bidenlied', 'bidencheated', 'bidenlost', 'trump', 'trumpwon', 'trump2020', 'trump2024', 'maga', 'america', 'americafirst', 'americalast', 'trumpnow', 'trumpsaveus', 'gab', 'trumpsnewarmy', 'covid', 'covid19']",[],https://twitter.com/UniteUnder45/status/1358993754942808065,False,,0,,,,,,,,[],,,,
1358993670368858112,1358993670368858112,2021-02-09 12:18:34 Malay Peninsula Standard Time,2021-02-09,12:18:34,+0800,1355245084757917697,uniteunder45,Unitefor45,,#bidenblows #bidenlied #bidencheated #bidenlost #trump #trumpwon #trump2020 #trump2024 #maga #america #americafirst #americalast #trumpnow #trumpsaveus #gab #trumpsnewarmy #covid #covid19   https://t.co/6xXtvUMLhP,und,[],['https://unitefor45.com/blogs/news/aoc-asks-supporters-if-they-will-hide-her-evidence'],[],0,0,0,"['bidenblows', 'bidenlied', 'bidencheated', 'bidenlost', 'trump', 'trumpwon', 'trump2020', 'trump2024', 'maga', 'america', 'americafirst', 'americalast', 'trumpnow', 'trumpsaveus', 'gab', 'trumpsnewarmy', 'covid', 'covid19']",[],https://twitter.com/UniteUnder45/status/1358993670368858112,False,,0,,,,,,,,[],,,,
